Admission Date,Company Name,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (£m)
21/12/2011,BBGI GLOBAL INFRASTRUCTURE S.A.,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,077.13"
13/04/1995,BBVA CAPITAL FUNDING LD,,,Cayman Islands,North America,MAIN MARKET ,Yes,-
16/05/2016,BEACON ENERGY PLC,Energy,Energy,Isle of Man,Europe,AIM ,No,0
25/03/2022,BEACON RISE HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1.01
12/11/2002,BEAZLEY PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,"4,010.44"
27/11/2017,BEEKS FINANCIAL CLOUD GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,82.77
01/10/2004,BEGBIES TRAYNOR GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,196.23
02/12/2016,BELLEVUE HEALTHCARE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,830.77
28/05/2021,BELLUSCURA PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,41.41
17/05/1979,BELLWAY PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,"2,724.09"
21/02/2012,BELVOIR GROUP PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,79.09
30/12/2015,BENCHMARK HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,258.75
19/10/2021,BENS CREEK GROUP PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,71.77
09/05/2005,BEOWULF MINING PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,21.7
06/12/2006,BERKELEY ENERGIA LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,100.3
16/12/1985,BERKELEY GROUP HOLDINGS (THE) PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,"4,527.22"
14/08/2006,BEST OF THE BEST PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,48.11
21/10/2005,BEXIMCO PHARMACEUTICALS LIMITED,Health Care ,Health Care  ,Bangladesh,Asia,AIM ,Yes,-
29/09/2006,BEZANT RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,3.18
14/03/2007,BH MACRO LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,"1,669.09"
31/01/2022,BHP GROUP LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,"54,058.48"
25/10/2004,BIDSTACK GROUP PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,26.02
12/05/2015,BIGBLU BROADBAND PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,35.4
28/07/2021,BIG TECHNOLOGIES PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,788.44
07/06/2002,BIG YELLOW GROUP PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"2,154.07"
29/09/1995,BILLINGTON HOLDINGS PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,50.8
08/12/2014,BIODEXA PHARMACEUTICALS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,0.65
13/07/2010,BIOME TECHNOLOGIES PLC,Basic Materials,Chemicals,United Kingdom,Europe,AIM ,No,3.12
12/05/2016,BION PLC,Financials,Financial Services ,Jersey,Europe,AIM ,No,0
27/03/2017,BIOPHARMA CREDIT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,032.51"
23/06/1997,BIOTECH GROWTH TRUST (THE) PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,305
29/04/2014,BIOVENTIX PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,204.72
14/03/1948,BISICHI PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,24.56
11/08/2021,BIVICTRIX THERAPEUTICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,9.26
29/02/2000,BLACKBIRD PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,30.33
09/04/2020,BLACKFINCH SPRING VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,19.72
13/12/2005,BLACKROCK ENERGY AND RESOURCES INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,176.26
17/12/2010,BLACKROCK FRONTIERS INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,254.64
20/09/2004,BLACKROCK GREATER EUROPE INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,537.32
12/12/2001,BLACKROCK INCOME AND GROWTH INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,40.44
12/07/1990,BLACKROCK LATIN AMERICAN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,103.95
25/03/1973,BLACKROCK SMALLER CO TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,630.37
24/10/2012,BLACKROCK SUSTAINABLE AMERICAN INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,147.62
08/06/1962,BLACKROCK THROGMORTON TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,587.78
15/12/1993,BLACKROCK WORLD MINING TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,271.19"
23/07/2014,BLACKSTONE LOAN FINANCING LIMITED,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,285.57
31/03/2005,BLANCCO TECHNOLOGY GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,134.38
18/04/2019,BLENCOWE RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,7.97
11/06/2018,BLOCK ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,6.36
23/06/1994,BLOOMSBURY PUBLISHING PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,363.97
11/04/2016,BLUEBIRD MERCHANT VENTURES LTD,Basic Materials,Basic Resources,British Virgin Islands,North America,MAIN MARKET ,Yes,12.07
12/07/2013,BLUEFIELD SOLAR INCOME FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,849.92
02/12/2013,BLUEJAY MINING PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,32.04
25/04/1996,BLUE PLANET FINANCIALS GROWTH AND INCOME INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,-
04/09/2013,BLUEROCK DIAMONDS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,0.93
29/10/2004,BLUE STAR CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,11.11
17/06/2014,B&M EUROPEAN VALUE RETAIL S.A.,Consumer Discretionary,Retail ,Luxembourg,Europe,MAIN MARKET ,Yes,"4,829.94"
28/01/1972,BODYCOTE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,249.25"
14/01/1980,BOEING CO.,Industrials,Industrial Goods and Services,United States,North America,MAIN MARKET ,Yes,"103,182.32"
20/11/2017,"BOKU, INC.",Industrials,Industrial Goods and Services,United States,North America,AIM ,Yes,407.98
03/10/2001,BONHILL GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,5.67
14/03/2014,BOOHOO GROUP PLC,Consumer Discretionary,Retail ,Jersey,Europe,AIM ,No,754.72
29/11/1974,BOOT (HENRY) PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,298.22
24/05/2005,BORDERS & SOUTHERN PETROLEUM PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,20.68
12/10/2016,BOSTON INTERNATIONAL HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.54
02/02/2011,BOTSWANA DIAMONDS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,10.18
28/07/2008,BOUSSARD & GAVAUDAN HOLDING LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,240.11
31/10/2022,BOWEN FINTECH PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,5.23
07/12/2004,BOWLEVEN PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,3.88
02/02/2006,B.P. MARSH & PARTNERS PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,114.46
29/03/1954,BP PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,"90,852.61"
19/07/2021,BRADDA HEAD LITHIUM LIMITED,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM ,Yes,18.94
27/11/1997,BRAEMAR PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,99.6
27/06/2007,BRAIME GROUP PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,27.6
09/05/2006,BRAND ARCHITEKTS GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,7.54
25/09/2002,BRANDSHIELD SYSTEMS PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,7.84
12/11/2013,BRAVE BISON GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,36.69
30/03/2007,BRAVEHEART INVESTMENT GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,4.3
06/09/2010,BREEDON GROUP PLC,Industrials,Construction and Materials,Jersey,Europe,AIM ,No,"1,296.22"
29/08/2019,BRICKABILITY GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,192.18
21/07/2021,BRIDGEPOINT GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,807.71"
27/04/2016,BRIGHTON PIER GROUP PLC (THE),Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,22.56
29/10/1992,BRISTOL WATER PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,17.88
28/07/1997,BRISTOL & WEST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,-
04/06/1947,BRITISH & AMERICAN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,4.53
29/01/1962,BRITISH AMERICAN TOBACCO PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,"63,510.94"
20/03/1951,BRITISH LAND COMPANY PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"3,595.17"
12/04/2001,BRITISH SMALLER COMPANIES VCT2 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,102.11
04/04/1996,BRITISH SMALLER COMPANIES VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,146.39
14/12/2005,BRITVIC PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,"2,301.82"
11/03/2005,BROOKS MACDONALD GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,300.95
11/03/1993,BROWN ADVISORY US SMALLER COMPANIES PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,142.23
10/11/1972,BROWN (N) GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,131.12
28/02/1950,BRUNNER INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,454.68
26/07/2019,BSF ENTERPRISE PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,15.05
03/12/1984,BT GROUP PLC,Telecommunications,Telecommunications,United Kingdom,Europe,MAIN MARKET ,No,"14,480.76"
20/06/1957,BUNZL PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"10,323.01"
18/07/2002,BURBERRY GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,"9,780.61"
21/10/2009,BURFORD CAPITAL LIMITED,Financials,Financial Services ,Guernsey,Europe,AIM ,No,"1,652.03"
01/11/2022,BURNING ROCK BIOTECH LIMITED,Health Care ,Health Care  ,Cayman Islands,North America,MAIN MARKET ,Yes,-
26/03/2012,BUSHVELD MINERALS LIMITED,Basic Materials,Basic Resources,Guernsey,Europe,AIM ,No,55.99
06/07/2005,BYOTROL PLC,Basic Materials,Chemicals,United Kingdom,Europe,AIM ,No,7.49
11/12/2020,BYTES TECHNOLOGY GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,930.15
23/10/2014,C4X DISCOVERY HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,37.12
21/02/2018,CABLEVISION HOLDING S.A.,Telecommunications,Telecommunications,Argentina,Latin America,MAIN MARKET ,Yes,-
31/03/2006,CADENCE MINERALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,16.41
23/06/2008,CADOGAN ENERGY SOLUTIONS PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,4.58
19/03/2021,CAERUS MINERAL RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,2.45
22/07/1961,CAFFYNS PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,14.77
10/06/2015,CAIRN HOMES PLC,Consumer Discretionary,Consumer Products and Services,Ireland,Europe,MAIN MARKET ,Yes,615.74
27/06/2018,CAKE BOX HOLDINGS PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,48.4
08/04/2010,CALCULUS VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,34.91
01/06/1960,CALEDONIA INVESTMENTS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,853.10"
27/06/2005,CALEDONIA MINING CORPORATION PLC,Basic Materials,Basic Resources,Jersey,Europe,AIM ,No,209.99
29/09/1995,CALEDONIAN TRUST PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,19.15
05/10/2020,CALNEX SOLUTIONS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,96.71
11/12/2007,CAMBRIA AFRICA PLC,Financials,Financial Services ,Isle of Man,Europe,AIM ,No,1.5
18/04/2013,CAMBRIDGE COGNITION HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,35.69
19/09/2014,CAMELLIA PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,137.27
27/02/1995,"CANADIAN GENERAL INVESTMENTS, LD",Financials,Financial Services ,Canada,North America,MAIN MARKET ,Yes,412.01
04/04/2014,CANADIAN OVERSEAS PETROLEUM LIMITED,Energy,Energy,Canada,North America,MAIN MARKET ,Yes,21.45
09/02/1973,CAPITAL GEARING TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,242.04"
07/06/2010,CAPITAL LIMITED,Basic Materials,Basic Resources,Bermuda,North America,MAIN MARKET ,Yes,190.16
26/02/2010,CAPITAL METALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,7.75
22/05/1995,CAPITAL & REGIONAL PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,101.52
21/08/1991,CAPITA PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,616.44
22/12/1988,CAPRICORN ENERGY PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,735.38
20/04/2006,CAP-XX LIMITED,Industrials,Industrial Goods and Services,Australia,Pacific,AIM ,Yes,8.55
24/06/2016,CARACAL GOLD PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,6.58
30/06/1959,CARCLO PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,10.15
20/05/2014,CARD FACTORY PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,297.75
18/06/1947,CARDIFF PROPERTY PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,25.1
30/07/1999,CARILLION PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,61.1
23/10/2000,CARNIVAL PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,"1,073.74"
17/05/1972,CARR'S GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,121.29
03/03/2008,CASPIAN SUNRISE PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,133.9
18/10/2021,CASTELNAU GROUP LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,138
04/08/2020,CASTILLO COPPER LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,9.42
25/03/1973,CASTINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,150.28
02/09/2005,CATALYST MEDIA GROUP PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,33.13
20/12/2010,CATCO REINSURANCE OPPORTUNITIES FUND LIMITED,,,Bermuda,North America,MAIN MARKET ,Yes,-
01/07/2003,CATENAE INNOVATION PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,0.4
27/09/2004,CATHAY FINANCIAL HOLDING CO LTD,Financials,Insurance,Taiwan,Asia,ADMISSION TO TRADING ONLY ,Yes,-
19/05/2004,C&C GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",Ireland,Europe,MAIN MARKET ,Yes,617.38
15/12/2015,CC JAPAN INCOME & GROWTH TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,205.46
22/10/2018,CEIBA INVESTMENTS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,50.94
19/10/2018,CELADON PHARMACEUTICALS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,95.59
26/02/2021,CELLULAR GOODS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,3.8
30/01/2023,CELSIUS RESOURCES LIMITED,Basic Materials,Basic Resources,Australia,Pacific,AIM ,Yes,15.86
22/12/2005,CELTIC PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,154.75
31/10/2006,CENKOS SECURITIES PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,20.69
30/12/2011,CENTAMIN PLC,Basic Materials,Basic Resources,Jersey,Europe,MAIN MARKET ,No,"1,205.60"
17/12/2004,CENTAUR MEDIA PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,71.96
30/09/2010,CENTRAL ASIA METALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,429.55
02/09/2013,CENTRALNIC GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,370.49
17/02/1997,CENTRICA PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,"6,011.84"
13/02/2007,CEPS PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,7.77
25/11/2004,CERES POWER HOLDINGS PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,751.87
18/03/2016,CERILLION PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,334.66
08/11/2007,CHAARAT GOLD HOLDINGS LTD,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM ,Yes,75.17
16/06/2010,CHALLENGER ENERGY GROUP PLC,Energy,Energy,Isle of Man,Europe,AIM ,No,9.62
23/11/2006,CHAMBERLIN PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,4.22
30/12/2005,CHARACTER GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,73.59
19/05/2008,CHARIOT LIMITED,Energy,Energy,Guernsey,Europe,AIM ,No,137.1
19/04/1999,CHECKIT PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,28.62
09/08/2001,CHELVERTON GROWTH TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1.53
12/05/1999,CHELVERTON UK DIVIDEND TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,37.44
07/06/1974,CHEMRING GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,788.37
08/05/2015,CHENAVARI TORO INCOME FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,133.55
25/05/2004,CHESNARA PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,451.17
29/08/2017,CHESTERFIELD RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,1.6
03/02/2016,CHILL BRANDS GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,11.75
02/12/2004,CHINA NONFERROUS GOLD LIMITED,Basic Materials,Basic Resources,Cayman Islands,North America,AIM ,Yes,8.05
17/06/2020,"CHINA PACIFIC INSURANCE (GROUP) CO., LTD",Financials,Insurance,China,Asia,MAIN MARKET ,Yes,-
23/03/2005,CHINA STEEL CORPORATION,Basic Materials,Basic Resources,Taiwan,Asia,ADMISSION TO TRADING ONLY ,Yes,-
25/09/2020,"CHINA YANGTZE POWER CO., LTD",Utilities,Utilities,China,Asia,MAIN MARKET ,Yes,-
10/11/2005,CHRISTIE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,30.51
06/11/2018,CHRYSALIS INVESTMENTS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,349.35
22/04/2003,CHURCHILL CHINA PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,136.37
18/12/2015,CINDRIGO HOLDINGS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,0.18
02/05/2007,CINEWORLD GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,39.83
16/02/2016,CIRCLE PROPERTY PLC,Real Estate,Real Estate ,Jersey,Europe,AIM ,No,16.95
25/08/2021,CITIUS RESOURCES PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1.3
29/10/2010,CITY OF LONDON INVESTMENT GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,221.97
04/05/1955,CITY OF LONDON INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,056.80"
23/11/2017,CITY PUB GROUP PLC (THE),Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,85.87
18/11/2016,CIVITAS SOCIAL HOUSING PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,325.63
24/12/2010,CIZZLE BIOTECHNOLOGY HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,11.63
30/06/1986,CLARKSON PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,946.43
16/02/2022,CLEAN POWER HYDROGEN PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,48.99
17/03/2022,CLEANTECH LITHIUM PLC,Basic Materials,Basic Resources,Jersey,Europe,AIM ,No,54.81
30/06/2005,CLONTARF ENERGY PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,5.24
24/07/1962,CLOSE BROTHERS GROUP PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,"1,354.84"
03/06/2021,CLOUDBREAK DISCOVERY PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,4.5
15/02/2006,CLOUDCOCO GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,8.12
27/05/1994,CLS HOLDINGS PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,533.85
05/02/2016,CMC MARKETS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,491.92
18/07/1996,CML MICROSYSTEMS PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,83.16
08/07/2021,CMO GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,15.83
07/01/1948,COATS GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,176.99"
15/11/2018,COBRA RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,6.18
28/03/2019,COCA-COLA EUROPACIFIC PARTNERS PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,"21,849.90"
29/04/2013,COCA-COLA HBC AG,Consumer Staples ,"Food, Beverage and Tobacco ",Switzerland,Europe,MAIN MARKET ,Yes,"8,118.75"
