Market,Date,Month,Year,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (Â£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650,Market_new,0,1,2,3
AIM,2012-03-26,2012-03-01,2012,BMN,BUSHVELD MINERALS LTD,New Company Placing,United Kingdom,1775.0,Mining,General Mining,20.0,GBX,59.73,Charles Stanley Securities,5.73,-,-,21.5,23.25,21.5,22.5,1522980.0,22.5,22.0,18.0,14.5,12.625,5.425000190734863,6.300000190734863,12.300000190734863,0,,,,
AIM,2012-03-02,2012-03-01,2012,ROCK,PAPUA MINING PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,44.0,GBX,14.03,Cenkos Securities Limited,7.01,-,-,49.5,60.0,44.0,55.5,699827.0,57.0,56.5,46.5,45.5,84.5,24.0,0.875,0.4050000011920929,0,,,,
AIM,2012-02-21,2012-02-01,2012,BLV,BELVOIR LETTINGS PLC,New Company Placing,United Kingdom,8637.0, Real Estate Investment & Services, Real Estate Services,75.0,GBX,11.21,Seymour Pierce Limited,7.29,-,-,79.0,85.0,77.0,47.51839447021485,265932.0,45.2144775390625,46.07844161987305,45.79045486450195,46.94241714477539,82.7269515991211,107.35629272460938,74.1622085571289,236.1785888671875,0,,,,
AIM,2011-11-28,2011-11-01,2011,INSE,INSPIRED ENERGY PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,3.0,GBX,10.62,Shore Capital & Corporate Limi,3.35,-,-,3.68969988822937,4.238100051879883,3.68969988822937,3.12923264503479,7853267.0,3.0314836502075195,2.738078355789185,3.12923264503479,2.640329599380493,3.5203871726989746,7.128723621368408,11.284400939941406,16.159889221191406,0,,,,
UK Main Market,2011-11-02,2011-11-01,2011,POLY,POLYMETAL INTL PLC,New Company Placing,United Kingdom,1779.0,Mining,Platinum & Precious Metals,920.0,GBX,3551.12,No Advisor,490.82,-,-,920.0,975.0,915.0,472.1510620117188,9864658.0,470.61138916015625,497.8113403320313,548.618896484375,487.5471801757813,580.939208984375,340.9436340332031,557.1389770507812,1135.3782958984375,3,,,,
AIM,2011-11-02,2011-11-01,2011,STB,SECURE TRUST BANK PLC,New Company Placing,United Kingdom,8355.0,Banks,Banks,720.0,GBX,102,Hawkpoint Partners Limited,24.99,-,-,760.0,765.0,745.0,487.2637023925781,15501.0,490.4906005859375,496.9443359375,648.6093139648438,686.7823486328125,942.7703247070312,1469.8094482421875,1864.9317626953125,1164.4405517578125,0,,,,
AIM,2011-09-28,2011-09-01,2011,GLR,GALILEO RESOURCES PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,23.0,GBX,16.26,Beaumont Cornish Limited,3.34,-,-,34.0,34.0,34.0,36.5,140000.0,36.5,35.0,39.0,38.5,34.5,13.125,1.225000023841858,1.3250000476837158,0,,,,
AIM,2011-08-18,2011-08-01,2011,GWMO,GREAT WESTERN MINING CORP PLC,New Company Placing,Republic of Ireland,1775.0,Mining,General Mining,11.0,GBX,5.1,Libertas Capital Corporate Fin,0.98,-,-,13.5,13.5,13.0,13.0,58728.0,12.75,12.375,8.875,8.625,4.375,1.524999976158142,0.4900000095367431,0.1800000071525573,0,,,,
AIM,2011-08-04,2011-08-01,2011,MYX,MYCELX TECHNOLOGIES CORP,New Company Placing,USA,573.0,"Oil Equipment, Services & Distribution",Oil Equipment & Services,210.0,GBX,27.14,Numerica Capital Markets Limit,12.24,-,-,225.0,225.0,225.0,220.0,870.0,220.0,225.0,227.5,240.0,240.0,550.0,31.5,38.0,0,,,,
AIM,2011-07-25,2011-07-01,2011,SPSY,SPECTRA SYSTEMS CORP,New Company Placing,USA,2791.0,Support Services,Business Support Services,75.3,GBX,18.27,W H Ireland Limited,14.0,-,-,80.0,80.0,80.0,54.78409576416016,0.0,56.8385009765625,68.48011779785156,68.48011779785156,68.48011779785156,13.011221885681152,15.408026695251465,16.00722885131836,140.9310302734375,0,,,,
SFM,2011-07-14,2011-07-01,2011,DNA2,DORIC NIMROD AIR TWO LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,200.0,GBX,145,No Advisor,136.0,-,-,212.0,214.0,210.0,77.64591979980469,39540.0,79.09049987792969,80.89623260498047,81.61851501464844,80.71566009521484,81.07678985595703,87.0356674194336,76.56250762939453,51.428070068359375,2,,,,
AIM,2011-07-08,2011-07-01,2011,SMS,SMART METERING SYSTEMS PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,60.0,GBX,50,Cenkos Securities Limited,10.0,-,-,66.0,80.0,66.0,62.67399215698242,314137.0,63.509647369384766,64.34527587890625,75.4177017211914,77.71573638916016,141.22540283203125,265.0485534667969,356.4240417480469,805.4383544921875,0,,,,
AIM,2011-07-01,2011-07-01,2011,NTQ,ENTEQ UPSTREAM PLC,New Company Placing,United Kingdom,573.0,"Oil Equipment, Services & Distribution",Oil Equipment & Services,100.0,GBX,15.05,INVESTEC BANK PLC,15.0,-,-,113.75,113.75,113.75,114.5,80000.0,118.5,124.5,121.5,121.0,116.5,62.0,13.0,17.5,0,,,,
AIM,2011-06-23,2011-06-01,2011,ZAM,ZAMBEEF PRODUCTS,New Company Placing,Zambia,3577.0,Food Producers,Food Products,38.06,GBX,94.38,Renaissance Capital Limited,20.44,-,-,44.0,44.0,38.060001373291016,-1901.1998291015625,7092939.0,-2072.09423828125,-2242.988525390625,-1837.1146240234373,-2072.09423828125,33.25,49.25,8.0,8.5,0,,,,
AIM,2011-06-08,2011-06-01,2011,SML,STRATEGIC MINERALS PLC,New Company Placing,United Kingdom,1757.0,Industrial Metals,Steel,5.0,GBX,14.82,Allenby Capital Limited,0.75,-,-,61.5,62.0,59.0,60.0,133000.0,54.0,50.5,49.58000183105469,51.0,86.0,105.5999984741211,17.0,0.6349999904632568,0,,,,
UK Main Market,2011-05-24,2011-05-01,2011,GLEN,GLENCORE INTL PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,530.0,GBX,36344.25,No Advisor,6193.48,-,-,548.0,559.1599731445312,528.9400024414062,300.3430480957031,554948068.0,295.9228820800781,273.1421813964844,224.4072723388672,246.01785278320312,209.0649871826172,202.7403106689453,95.85498046875,308.364990234375,3,,,,
UK Main Market,2011-04-28,2011-04-01,2011,DIVI,DIVERSE INCOME TRUST PLC(THE),New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,50.0,GBX,51,No Advisor,50.0,-,-,50.0,50.0,50.0,33.73760223388672,0.0,34.41234588623047,34.749732971191406,34.41234588623047,31.653976440429688,34.45342254638672,46.46183013916016,73.26589965820312,107.80833435058594,3,,,,
UK Main Market,2011-04-28,2011-04-01,2011,HINT,HENDERSON INTL INCOME TRUST PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,41.5,No Advisor,41.5,-,-,102.0,102.0,102.0,66.30227661132812,0.0,66.30227661132812,66.30227661132812,65.08348846435547,58.74406814575195,66.13639068603516,79.7842788696289,92.52579498291016,147.7941131591797,3,,,,
UK Main Market,2011-04-20,2011-04-01,2011,NBMI,NB GLOBAL FLOATING RATE INC FD LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,316.81,No Advisor,309.39,-,-,100.0,100.0,100.0,56.89207458496094,0.0,58.17210388183594,58.598819732666016,58.17210388183594,54.90082550048828,58.794654846191406,65.12706756591797,64.44154357910156,74.55586242675781,3,,,,
AIM,2011-04-11,2011-04-01,2011,MSYS,MICROSAIC SYSTEMS PLC,New Company Placing,United Kingdom,2737.0,Electronic & Electrical Equipment,Electronic Equipment,32.0,GBX,12,Numis Securities Limited,4.0,-,-,37.0,41.0,37.0,40.0,153998.0,42.0,42.5,26.0,28.5,32.0,44.5,10.25,0.2199999988079071,0,,,,
AIM,2011-01-31,2011-01-01,2011,FIPP,FRONTIER IP GROUP PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,50.0,GBX,3.49,Arbuthnot Securities Limited,1.0,-,-,60.0,55.0,55.0,55.0,2500.0,54.0,51.5,42.0,34.5,25.0,14.0,19.0,64.5,0,,,,
UK Main Market,2010-12-24,2010-12-01,2010,TPON,TRIPLE POINT VCT 2011 PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,1.06,No Advisor,1.06,-,-,94.5,94.5,94.5,-160.1974334716797,0.0,-160.1974334716797,-169.52108764648438,-169.52108764648438,-169.52108764648438,-162.74026489257812,-167.9899444580078,,,3,,,,
AIM,2010-12-10,2010-12-01,2010,HUM,HUMMINGBIRD RESOURCES PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,167.0,GBX,25.48,Liberum Capital Limited,25.48,-,-,172.5,204.5,167.0,179.0,394288.0,167.0,166.0,159.0,144.0,125.5,74.5,14.5,29.299999237060547,0,,,,
AIM,2010-12-10,2010-12-01,2010,TMT,TMT INVESTMENTS PLC,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,63.275,GBX,12.65,ZAI Corporate Finance Limited,12.66,-,-,1.0099999904632568,1.0099999904632568,1.0099999904632568,0.9061761498451232,0.0,0.9016901254653932,0.9016901254653932,0.8972041010856628,0.9869244694709778,1.1215050220489502,1.4669286012649536,1.5925371646881104,7.474999904632568,0,,,,
AIM,2010-09-30,2010-09-01,2010,CAML,CENTRAL ASIA METALS PLC,New Company Placing,United Kingdom,1777.0,Mining,Gold Mining,96.0,GBX,85.3,KPMG Corporate Finance,38.15,-,-,0.5,0.5,0.5,0.2538804709911346,60.0,0.2538804709911346,6.347011089324951,2.538804054260254,3.808206081390381,8.885815620422363,76.16412353515625,25.388044357299805,64.14998626708984,0,,,,
AIM,2010-07-29,2010-07-01,2010,ARG,ARGOS RESOURCES LTD,New Company Placing,Falkland Islands,533.0,Oil & Gas Producers,Exploration & Production,31.0,GBX,67,Evolution Securities Limited,22.0,-,-,34.0,37.0,32.93399810791016,33.25,9532158.0,33.0,30.0,43.75,42.25,26.25,15.0,7.5,2.5,0,,,,
AIM,2010-07-28,2010-07-01,2010,DPP,DP POLAND PLC,New Company Placing,United Kingdom,5757.0,Travel & Leisure,Restaurants & Bars,50.0,GBX,9.89,Seymour Pierce Limited,6.5,-,-,10.0,10.5,9.510000228881836,10.0,1222155.0,10.0,10.75,8.0,8.5,6.449999809265137,8.350000381469727,,,0,,,,
UK Main Market,2010-07-26,2010-07-01,2010,OCDO,OCADO GROUP PLC,New Company Placing,United Kingdom,5337.0,Food & Drug Retailers,Food Retailers & Wholesalers,180.0,GBX,995.73,No Advisor,214.14,-,-,180.0,180.0,155.0,167.0,52348101.0,166.0,137.25,131.39999389648438,204.5,190.0,77.0,437.3999938964844,2140.0,3,,,,
UK Main Market,2010-06-21,2010-06-01,2010,JUP,JUPITER FUND MANAGEMENT PLC,New Company Placing,United Kingdom,8771.0,General Financial,Asset Managers,165.0,GBX,755.2,No Advisor,253.76,-,-,175.5,190.5,175.5,108.06415557861328,28442748.0,106.64227294921876,107.4954071044922,137.49740600585938,167.7838134765625,154.78268432617188,122.7078628540039,300.21612548828125,197.47691345214844,3,,,,
AIM,2010-05-14,2010-05-01,2010,IKA,ILIKA PLC,New Company Placing,United Kingdom,587.0, Alternative Energy, Alternative Fuels,51.0,GBX,18.65,Nomura Code Securities Limited,5.18,-,-,51.87670135498047,57.3114013671875,51.87670135498047,56.32329940795898,19222.0,54.84109878540039,55.829200744628906,54.84109878540039,57.80550003051758,48.91230010986328,58.29949951171875,70.65119934082031,40.90330123901367,0,,,,
UK Main Market,2010-04-19,2010-04-01,2010,FCSS,FIDELITY CHINA SPECIAL SITUATIONS,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,460,No Advisor,460.0,-,-,102.25,102.25,100.5,85.34339904785156,1683514.0,84.92091369628906,81.3297348022461,84.58291625976562,105.62303161621094,93.28624725341795,67.00953674316406,142.78126525878906,208.9644775390625,3,,,,
AIM,2010-03-29,2010-03-01,2010,EMIS,EMIS GROUP PLC,New Company Placing,United Kingdom,9533.0,Software & Computer Services,Computer Services,300.0,GBX,137.08,Evolution Securities Limited,50.0,-,-,320.0,330.0,309.0,240.88623046875,2157353.0,250.0383453369141,271.2716064453125,251.8689727783203,268.4632263183594,345.80438232421875,403.0612487792969,727.589599609375,951.14306640625,0,,,,
UK Main Market,2010-01-05,2010-01-01,2010,AADV,ALBION DEVELOPMENT VCT PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,1.43,No Advisor,1.43,-,-,100.0,100.0,100.0,24.57691764831543,0.0,24.57691764831543,24.57691764831543,24.57691764831543,24.57691764831543,24.725269317626957,23.786943435668945,19.2669677734375,30.550670623779297,3,,,,
AIM,2009-11-12,2009-11-01,2009,WINK,M WINKWORTH PLC,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,80.0,GBX,9.14,FinnCap,0.7,-,-,83.0,84.0,83.0,39.97803115844727,5100.0,40.2188606262207,39.49635696411133,39.7371826171875,38.04109954833984,39.27452087402344,45.539886474609375,81.2944564819336,102.74720764160156,0,,,,
UK Main Market,2008-06-30,2008-06-01,2008,IIP,INFRASTRUCTURE INDIA PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,36.7,No Advisor,36.7,-,-,100.5,102.0,100.5,100.5,15100.0,99.5,98.5,95.0,37.5,36.0,49.5,28.0,2.700000047683716,3,,,,
UK Main Market,2008-06-23,2008-06-01,2008,CAD,CADOGAN PETROLEUM,International Offering (GDR),United Kingdom,533.0,Oil & Gas Producers,Exploration & Production,230.0,GBX,531.51,No Advisor,152.82,-,-,225.0,225.0,190.0,200.0,6031466.0,182.0,161.5,87.0,39.75,10.25,19.0,16.375,8.25,3,,,,
AIM,2008-05-30,2008-05-01,2008,OPG,OPG POWER VENTURE PLC,New Company Placing,United Kingdom,7535.0,Electricity,Electricity,60.0,GBX,172.19,Cenkos Securities Limited,65.05,-,-,72.0,75.0,70.0,69.79759979248047,4212601.0,71.7364273071289,67.8587875366211,47.9858512878418,25.689395904541016,41.442325592041016,66.40467071533203,63.73878479003906,17.875,0,,,,
UK Main Market,2008-05-14,2008-05-01,2008,FRES,FRESNILLO PLC,International Offering (GDR),United Kingdom,1779.0,Mining,Platinum & Precious Metals,555.0,GBX,3901.35,No Advisor,913.34,-,-,530.0,539.5,502.0,388.8680419921875,19668854.0,403.0766296386719,400.08544921875,276.6945495605469,99.31887817382812,433.8340759277344,658.6463012695312,994.8565063476562,1157.3441162109375,3,,,,
AIM,2008-05-09,2008-05-01,2008,IOF,IOFINA PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,55.0,GBX,51.6,Strand Partners Limited,15.1,-,-,58.76269912719727,70.61399841308594,58.76269912719727,69.13249969482422,506754.0,65.6759033203125,87.4032974243164,55.799800872802734,29.430700302124023,63.70069885253906,41.97330093383789,219.24899291992188,17.15959930419922,0,,,,
AIM,2008-01-15,2008-01-01,2008,ANCR,ANIMALCARE GROUP PLC,New Company Placing,United Kingdom,3573.0,Food Producers,Farming & Fishing,55.0,GBX,10.87,Brewin Dolphin Securities Limi,7.49,-,-,60.5,60.5,55.0,37.79045867919922,20000.0,39.508209228515625,40.88239288330078,39.508209228515625,37.79045867919922,62.36634826660156,84.12425231933594,116.12545013427734,274.58758544921875,0,,,,
UK Main Market,2007-12-03,2007-12-01,2007,REC,RECORD PLC,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,160.0,GBX,354.21,No Advisor,88.55,-,-,2.0,3.0,2.0,1.1428282260894775,265000.0,1.4545090198516846,1.4545090198516846,1.4545090198516846,0.9350412487983704,0.5194674134254456,0.3116804361343384,0.3116804361343384,36.09077072143555,3,,,,
AIM,2007-11-28,2007-11-01,2007,ETX,E-THERAPEUTICS PLC,New Company Placing,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,67.0,GBX,37.33,No Advisor,1.33,-,-,67.5,69.0,69.0,69.0,7015.0,67.5,43.0,34.0,45.5,35.0,42.0,33.125,9.375,0,,,,
AIM,2007-11-27,2007-11-01,2007,TRCS,TRACSIS PLC,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,40.0,GBX,7,No Advisor,2.0,-,-,42.5,45.0,42.5,41.42708587646485,200.0,41.42708587646485,42.40182876586914,53.12413787841797,53.12413787841797,50.68725204467773,51.17463302612305,158.3411407470703,567.426025390625,0,,,,
AIM,2007-10-10,2007-10-01,2007,CVSG,CVS GROUP PLC,New Company Placing,United Kingdom,5377.0,General Retailers,Specialized Consumer Services,205.0,GBX,105.71,Panmure Gordon (UK) Limited,92.67,-,-,218.5,230.7270050048828,218.5,214.8692321777344,2792769.0,219.5709686279297,220.9814910888672,223.33233642578125,239.3182830810547,181.48692321777344,161.73963928222656,146.2176513671875,1370.4952392578125,0,,,,
AIM,2007-09-13,2007-09-01,2007,CRW,CRANEWARE PLC,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,128.0,GBX,31.91,KBC Peel Hunt Limited,20.53,-,-,140.5,150.0,140.0,108.58938598632812,198540.0,109.35685729980467,117.79841613769533,117.031005859375,123.17030334472656,169.98272705078125,200.8983154296875,342.17578125,1224.0606689453125,0,,,,
UK Main Market,2007-07-31,2007-07-01,2007,MONY,MONEYSUPERMARKET.COM GROUP PLC,International Offering (GDR),United Kingdom,5555.0,Media,Media Agencies,170.0,GBX,842.96,No Advisor,180.0,-,-,170.0,174.8000030517578,154.0,67.29927825927734,54844248.0,70.70684051513672,65.59548950195312,80.92951965332031,46.42797470092773,35.84025573730469,29.719804763793945,76.86415100097656,250.11065673828125,3,,,,
UK Main Market,2007-07-16,2007-07-01,2007,NXR,NORCROS PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,78.0,GBX,116,No Advisor,100.47,-,-,77.5,77.5,77.5,44.251583099365234,0.0,41.68214797973633,41.68214797973633,41.68214797973633,41.68214797973633,348.5460510253906,43.54314422607422,74.9960708618164,143.20855712890625,3,,,,
AIM,2007-07-02,2007-07-01,2007,SDI,SDI GROUP PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,49.0,GBX,51.99,Cenkos Securities Limited,2.99,-,-,12.5,13.5,13.25,13.25,7264.0,12.5,12.5,13.0,27.5,17.25,20.5,19.5,36.0,0,,,,
AIM,2007-06-21,2007-06-01,2007,WSG,WESTMINSTER GROUP PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,67.5,GBX,9.16,No Advisor,3.06,-,-,70.5,73.0,67.5,72.0,546667.0,68.0,74.0,75.25,71.0,55.5,40.0,30.0,14.875,0,,,,
UK Main Market,2007-06-20,2007-06-01,2007,FXPO,FERREXPO PLC,New Company Placing,United Kingdom,1757.0,Industrial Metals,Steel,140.0,GBX,848.5,No Advisor,101.54,-,-,143.0,150.0,140.0,43.20353698730469,31081788.0,55.9780158996582,52.963809967041016,67.46065521240234,68.68071746826172,122.63363647460938,45.22923278808594,60.028419494628906,87.77587890625,3,,,,
AIM,2007-06-06,2007-06-01,2007,PRES,PRESSURE TECHNOLOGIES PLC,New Company Placing,United Kingdom,2757.0,Industrial Engineering,Industrial Machinery,150.0,GBX,17,No Advisor,6.0,-,-,163.5,172.0,163.5,126.42274475097656,302213.0,127.17977905273438,121.50211334228516,150.26898193359375,151.4044952392578,189.25564575195312,133.7677001953125,136.88702392578125,150.0,0,,,,
AIM,2007-06-05,2007-06-01,2007,OGN,ORIGIN ENTERPRISES PLC,New Company Placing,Republic of Ireland,3573.0,Food Producers,Farming & Fishing,204.08,GBX,271.46,No Advisor,68.03,-,-,3.549999952316284,4.0,3.700000047683716,2.325744390487671,347105.0,2.170694589614868,2.337714433670044,2.393965721130371,2.169763803482056,3.299455404281616,1.3179216384887695,2.4799892902374268,5.596195697784424,0,,,,
UK Main Market,2007-05-18,2007-05-01,2007,HL,HARGREAVES LANSDOWN PLC,New Company Placing,United Kingdom,8771.0,General Financial,Asset Managers,150.0,GBX,711.48,No Advisor,177.87,-,-,203.0,214.75,200.0,156.1438751220703,44077744.0,153.16262817382812,149.06332397460938,145.150390625,161.7336883544922,130.0004119873047,162.80850219726562,408.3445739746094,1268.3128662109375,3,,,,
UK Main Market,2007-05-17,2007-05-01,2007,HFG,HILTON FOOD GROUP PLC,New Company Placing,United Kingdom,3577.0,Food Producers,Food Products,150.0,GBX,104.49,No Advisor,52.24,-,-,170.0,170.0,170.0,103.5616455078125,0.0,103.5616455078125,103.5616455078125,105.9983367919922,108.13050842285156,111.37854766845705,99.64496612548828,198.2186279296875,581.0137939453125,3,,,,
UK Main Market,2007-05-02,2007-05-01,2007,CINE,CINEWORLD GROUP,New Company Placing,United Kingdom,5755.0,Travel & Leisure,Recreational Services,170.0,GBX,240.93,No Advisor,120.0,-,-,75.0593032836914,79.03070068359375,67.51360321044922,36.15824890136719,33083093.0,37.45624923706055,37.64165878295898,39.588653564453125,37.00894546508789,27.086589813232425,27.84242248535156,50.64076232910156,219.4310302734375,3,,,,
AIM,2007-04-24,2007-04-01,2007,AFC,AFC ENERGY PLC,New Company Placing,United Kingdom,2733.0,Electronic & Electrical Equipment,Electrical Components & Equipment,23.0,GBX,20.17,Nabarro Wells & Co. Limited,3.03,-,-,155.7100067138672,155.7100067138672,154.25100708007812,154.25100708007812,0.0,149.38499450683594,137.70599365234375,90.99299621582033,127.9749984741211,159.11700439453125,109.0,60.0,6.5,0,,,,
UK Main Market,2007-04-05,2007-04-01,2007,ASPL,ASEANA PROPERTIES LTD,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,1.0,GBX,127.08,No Advisor,127.08,-,-,1.0700000524520874,1.0800000429153442,1.0,1.0149788856506348,6147860.0,1.0247149467468262,1.0660929679870603,1.0222808122634888,0.9200528264045716,0.8665047287940979,0.1168320998549461,0.4000000059604645,0.5199999809265137,3,,,,
AIM,2007-04-03,2007-04-01,2007,INL,INLAND PLC,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,50.0,GBX,81.08,"Dawnay, Day Corporate Finance ",50.0,-,-,56.5,57.0,50.0,44.37441253662109,1847104.0,46.9344596862793,45.321624755859375,42.75303268432617,39.62122344970703,26.842247009277344,5.973477363586426,17.49375343322754,53.74800109863281,0,,,,
UK Main Market,2007-04-03,2007-04-01,2007,NCA,NEW CENTURY AIM VCT 2 PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,2.3,No Advisor,2.3,-,-,100.0,100.0,100.0,-3036.986328125,0.0,-3036.986328125,-3036.986328125,-3036.986328125,-3158.4658203125,-3887.342041015625,-4453.10888671875,-2085.654052734375,-2203.54052734375,3,,,,
AIM,2007-03-30,2007-03-01,2007,BRH,BRAVEHEART INVESTMENT GROUP,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,160.0,GBX,21.45,Panmure Gordon (Broking) Limit,6.64,-,-,172.5,175.0,170.0,34.73842239379883,69753.0,34.638885498046875,33.84259033203125,30.756940841674805,29.96064567565918,23.192127227783203,6.76851749420166,2.3391201496124268,2.98611068725586,0,,,,
AIM,2007-03-28,2007-03-01,2007,STM,STM GROUP PLC,New Company Placing,United Kingdom,8771.0,General Financial,Asset Managers,50.0,GBX,17.6,Daniel Stewart & Company plc,7.5,-,-,1.840000033378601,1.8580000400543213,1.8580000400543213,1.275254487991333,0.0,1.275254487991333,1.3040814399719238,1.275254487991333,1.2869223356246948,1.372717261314392,0.2573845088481903,28.491552352905277,17.49236488342285,0,,,,
International Main Market,2007-03-20,2007-03-01,2007,SKG,SMURFIT KAPPA PLC,International Offering (GDR),Republic of Ireland,2723.0,General Industrials,Containers & Packaging,16.5,GBX,2408.33,No Advisor,1003.52,-,-,1646.0,1780.0,1640.0,1049.9300537109375,40362688.0,1131.292236328125,1109.1568603515625,1139.667724609375,898.5726318359375,538.4257202148438,82.48008728027344,470.3942565917969,1628.8555908203125,1,,,,
UK Main Market,2007-03-14,2007-03-01,2007,SAFE,SAFESTORE HLDGS PLC,International Offering (GDR),United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,240.0,GBX,449,No Advisor,35.0,-,-,240.0,240.0,237.0,138.80712890625,25507300.0,142.0283660888672,144.0782928466797,130.4611358642578,113.33216857910156,94.989990234375,32.53779602050781,83.32555389404297,326.8821716308594,3,,,,
UK Main Market,2007-03-07,2007-03-01,2007,NCYF,NEW CITY HIGH YIELD FUND LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,54.3,GBX,68.8,No Advisor,15.03,-,-,45.75,45.75,45.75,12.467902183532717,0.0,12.87668514251709,13.353601455688477,14.918999671936035,14.558728218078612,15.79549789428711,15.821799278259276,20.014955520629883,33.836673736572266,3,,,,
International Main Market,2007-02-19,2007-02-01,2007,GEMD,GEM DIAMONDS LTD,New Company Placing,British Virgin Islands,1773.0,Mining,Diamonds & Gemstones,950.0,GBX,549.72,No Advisor,285.0,-,-,1000.0,1050.0,950.0,880.2579345703125,7958380.0,925.7885131835938,858.5767211914062,906.275390625,875.9217529296875,789.19677734375,183.6400146484375,204.6708068847656,107.86936950683594,1,,,,
AIM,2007-02-06,2007-02-01,2007,POLR,POLAR CAPITAL HLDGS PLC,New Company Placing,United Kingdom,8771.0,General Financial,Asset Managers,190.0,GBX,120.52,Bridgewell Limited,18.19,-,-,228.5,245.0,228.5,92.8926773071289,1195854.0,101.46141815185548,92.11371612548828,97.56653594970705,89.55381774902344,63.74161529541016,18.79058074951172,102.35693359375,256.44970703125,0,,,,
AIM,2006-12-20,2006-12-01,2006,SNT,SABIEN TECHNOLOGY GROUP PLC,New Company Placing,United Kingdom,2737.0,Electronic & Electrical Equipment,Electronic Equipment,52.0,GBX,13.82,Brewin Dolphin Securities Limited,3.2,-,-,16051.60546875,16801.6796875,16390.638671875,16156.0078125,114.0,16156.0078125,22618.412109375,19093.4609375,15127.8974609375,14099.7890625,2349.96484375,8078.00390625,1050.10498046875,0,,,,
AIM,2006-12-20,2006-12-01,2006,VTU,VERTU MOTORS PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,60.0,GBX,5.41,Brewin Dolphin Securities Limited,2.41,-,-,63.0,65.0,60.0,48.52292251586914,83166.0,52.72568130493164,63.80571365356445,64.18778991699219,58.83880233764648,30.18354797363281,7.641405582427978,22.336732864379883,35.77546310424805,0,,,,
AIM,2006-12-19,2006-12-01,2006,NTBR,NORTHERN BEAR PLC,New Company Placing,United Kingdom,2353.0,Construction & Materials,Building Materials & Fixtures,88.0,GBX,9.94,"Dawnay, Day Corporate Finance Limited",2.42,-,-,91.5,97.0,90.0,76.15599822998047,20250.0,76.15599822998047,82.50233459472656,91.8102798461914,127.77284240722656,102.38751220703124,69.3288803100586,7.286156177520752,46.56710433959961,0,,,,
UK Main Market,2006-12-18,2006-12-01,2006,HSD,HANSARD GLOBAL PLC,New Company Placing,United Kingdom,8575.0,Life Insurance,Life Insurance,260.0,GBX,356.93,No Advisor,131.75,-,-,25.75,25.75,25.75,5.828014850616455,0.0,6.337259769439697,7.978156089782715,6.15619421005249,6.15619421005249,6.15619421005249,6.15619421005249,33.55733108520508,39.477386474609375,3,,,,
